t, r_OP_x, r_OP_y, r_OP_z, ex_B_x, ex_B_y, ex_B_z, ey_B_x, ey_B_y, ey_B_z, ez_B_x, ez_B_y, ez_B_z, v_P_x, v_P_y, v_P_z, B_Omega_x, B_Omega_y, B_Omega_z
5.000000000000000000e-01, 2.104659999999999864e-02, -1.517093912081598217e-01, -1.177608241883161405e-01, 1.000000000000000000e+00, -1.247914308225304024e-24, 4.517537013513366732e-24, -4.604186050541211334e-24, -4.416835134825884968e-01, 8.971709279271569137e-01, 8.757291825321523926e-25, -8.971709279271569137e-01, -4.416835134825884968e-01, 1.060148042801414947e-21, 2.270401605304151749e-01, -9.804768941402547400e-02, -1.386752493263093688e+00, 3.967106485993773325e-23, 4.611532256646910023e-23
5.100000000000000089e-01, 2.104659999999999864e-02, -1.491806859602196611e-01, -1.190045796712356080e-01, 1.000000000000000000e+00, -4.634905226067411771e-24, -7.163196879599242618e-25, -1.355146437705864758e-24, -4.317784614379081010e-01, 9.019796894821484612e-01, -4.489881789352489291e-24, -9.019796894821484612e-01, -4.317784614379081010e-01, 1.724808350713761899e-22, 2.781632681090052128e-01, -1.506999211801793859e-01, -8.077606823485539156e-01, 5.738060865752543413e-23, 3.604275765115550581e-24
5.200000000000000178e-01, 2.104659999999999864e-02, -1.461557653829689274e-01, -1.207744330077118594e-01, 1.000000000000000000e+00, -1.223363057405693940e-23, -2.498821741057975717e-24, -2.967943277621014391e-24, -4.272793065561903969e-01, 9.041196791292960278e-01, -1.212836096992949051e-23, -9.041196791292960278e-01, -4.272793065561903969e-01, 8.035466667355192641e-22, 3.264499298890623513e-01, -2.033932759093770859e-01, -1.798101986213083425e-01, 1.079277265458591215e-22, -2.368517375703841930e-23
5.300000000000000266e-01, 2.104659999999999864e-02, -1.426632378943278323e-01, -1.230691224760445263e-01, 1.000000000000000000e+00, 4.053037403122596607e-24, 6.472022066282946926e-25, 1.152616051724178184e-24, -4.286522370118788228e-01, 9.034695676693884625e-01, 3.939220624017276321e-24, -9.034695676693884625e-01, -4.286522370118788228e-01, -3.497879661369965904e-22, 3.721134116392408875e-01, -2.557517183534486205e-01, 4.919613154718308623e-01, -3.270087132837109110e-23, 1.526547373396331703e-23
5.400000000000000355e-01, 2.104659999999999864e-02, -1.387213506000095076e-01, -1.258879471828533991e-01, 1.000000000000000000e+00, 3.942727788192650803e-24, 8.841722608780681178e-25, 9.245560757846591533e-25, -4.362824445493860281e-01, 8.998097735510610651e-01, 3.933453833645745164e-24, -8.998097735510610651e-01, -4.362824445493860281e-01, -2.679793467593819427e-22, 4.154893939655349144e-01, -3.073430211004599677e-01, 1.203478717508436713e+00, -2.377155874735659153e-23, 1.278514814474692853e-23
5.500000000000000444e-01, 2.104659999999999864e-02, -1.343538162263724911e-01, -1.292149672538226435e-01, 1.000000000000000000e+00, -7.095325380860867019e-25, 1.416090024356624621e-24, -1.583896711143090527e-24, -4.503967136080808675e-01, 8.928285391781786151e-01, 4.311393664624745817e-27, -8.928285391781786151e-01, -4.503967136080808675e-01, 2.097573088046193564e-22, 4.569727684145740154e-01, -3.576380574920589583e-01, 1.951026491391902429e+00, 2.680972665616697730e-23, -2.621231320015727044e-23
5.600000000000000533e-01, 2.104659999999999864e-02, -1.295843474997753486e-01, -1.330342428146363831e-01, 1.000000000000000000e+00, 1.861880438375219288e-24, 5.636201368384048505e-24, -4.094247651046280221e-24, -4.711410290507780374e-01, 8.820578953475639583e-01, 4.297732053499909385e-24, -8.820578953475639583e-01, -4.711410290507780374e-01, 2.442067844912598825e-22, 4.969584265329877182e-01, -4.061077008698933399e-01, 2.730889121025622313e+00, 1.113704724946399608e-23, -9.681307297621888914e-23
5.700000000000000622e-01, 2.104659999999999864e-02, -1.244214617760993624e-01, -1.373274413599530897e-01, 1.000000000000000000e+00, -3.836328083257833943e-25, -2.830589524222865865e-24, 2.262481323967884662e-24, -4.985430643290034158e-01, 8.668649335446940718e-01, -1.743728604158538026e-24, -8.668649335446940718e-01, -4.985430643290034158e-01, 1.619909517617546535e-23, 5.359528244577180800e-01, -4.520607486234529682e-01, 3.540962112590084310e+00, 2.637900515659033452e-25, 6.436784488452284899e-23
5.799999999999999600e-01, 2.104659999999999864e-02, -1.188682234471007126e-01, -1.420637916715360161e-01, 1.000000000000000000e+00, 1.636661676786212374e-24, -1.412355429389996104e-24, 2.066949756100814133e-24, -5.324564315027133787e-01, 8.464574109495385246e-01, 6.333466735863077315e-25, -8.464574109495385246e-01, -5.324564315027133787e-01, -6.333394496131650278e-23, 5.745515907318219373e-01, -4.945519084218925610e-01, 4.380128807144886061e+00, -6.643905236219176049e-24, -4.663507806231029576e-24
5.899999999999999689e-01, 2.104659999999999864e-02, -1.129299785119455002e-01, -1.472013305718934684e-01, 1.000000000000000000e+00, 3.577124726741008232e-24, -1.236262482488687151e-25, 2.149374169184404358e-24, -5.725310870552628995e-01, 8.198830126032123911e-01, 2.862043927119372205e-24, -8.198830126032123911e-01, -5.725310870552628995e-01, 6.468900544422770213e-22, 6.133921161552434720e-01, -5.322602620286916997e-01, 5.245389814439226583e+00, -4.955315093213172651e-23, 8.787364411941155718e-24
5.999999999999999778e-01, 2.104659999999999864e-02, -1.065986140564610662e-01, -1.526912827006957907e-01, 1.000000000000000000e+00, 8.708272395498772336e-24, -1.062078229251182737e-24, 6.218733257028325116e-24, -6.182588908015751450e-01, 7.859745186358182423e-01, 6.187840896240394111e-24, -7.859745186358182423e-01, -6.182588908015751450e-01, 1.006115904459398748e-21, 6.532274850489855345e-01, -5.638278198760108273e-01, 6.142795795946868864e+00, -7.499457684140151311e-23, 1.237702838584871511e-22
6.099999999999999867e-01, 2.104659999999999864e-02, -9.985712500995598540e-02, -1.584467440439661923e-01, 1.000000000000000000e+00, 3.804790098048667186e-24, -8.176950432170946916e-24, 8.623774840453356167e-24, -6.687887919771511314e-01, 7.434524542469026498e-01, -2.639972265300056714e-24, -7.434524542469026498e-01, -6.687887919771511314e-01, 1.989856453486038401e-21, 6.950358080489164037e-01, -5.862096775264776793e-01, 7.071284199465192266e+00, -7.520810778021513340e-22, 6.477607324090852783e-22
6.199999999999999956e-01, 2.104659999999999864e-02, -9.268684618928392516e-02, -1.643710604803642061e-01, 1.000000000000000000e+00, -2.130035143133810843e-23, -2.102536334808848480e-23, -8.716651280886486821e-25, -7.229270675044390249e-01, 6.909243482968537853e-01, -2.991673569964016117e-23, -6.909243482968537853e-01, -7.229270675044390249e-01, 4.296001791741322002e-21, 7.398368522996665586e-01, -5.959035416788128758e-01, 8.026223027158795986e+00, -1.950782240522500472e-21, 1.244942408327569638e-21
6.300000000000000044e-01, 2.104659999999999864e-02, -8.504762043733497812e-02, -1.703074483585720056e-01, 1.000000000000000000e+00, -3.158784589673489497e-23, 2.349090118017807764e-23, -3.933647284073230860e-23, -7.790766258350636519e-01, 6.269287129151543958e-01, -1.502115542524197266e-24, -6.269287129151543958e-01, -7.790766258350636519e-01, -9.759871784956636968e-21, 7.888770112727250261e-01, -5.877881818800866354e-01, 9.008204700825816147e+00, -4.237749708712219824e-22, 9.566421664982865703e-22
6.400000000000000133e-01, 2.104659999999999864e-02, -7.689105546078355002e-02, -1.760437027199521498e-01, 1.000000000000000000e+00, 5.609841768848123447e-23, 2.828519613621590057e-23, 3.128049292263541776e-23, -8.350226384021017800e-01, 5.502155880707063629e-01, 5.448500298368774440e-23, -5.502155880707063629e-01, -8.350226384021017800e-01, 1.131142483644505780e-20, 8.433396512770157116e-01, -5.547456391082510319e-01, 9.985865982601534796e+00, 1.634764293003948926e-21, -5.591684663385879825e-22
6.500000000000000222e-01, 2.104659999999999864e-02, -6.816146814331583426e-02, -1.812941988297367690e-01, 1.000000000000000000e+00, -7.836417975804846938e-23, -4.928956061647062481e-24, -6.730782753484329755e-23, -8.878518876284819950e-01, 4.601293575012809778e-01, -4.043384262655691979e-23, -4.601293575012809778e-01, -8.878518876284819950e-01, 2.688325364694280269e-20, 9.035833397902477415e-01, -4.893983990906393133e-01, 1.088327837947586652e+01, -1.472162534074020356e-21, 5.848468991859888834e-22
6.600000000000000311e-01, 2.104659999999999864e-02, -5.880584645240315156e-02, -1.857116182949851702e-01, 1.000000000000000000e+00, -2.019445394849259291e-21, 1.445817372924975519e-21, -2.402935045404279678e-21, -9.338740081889205236e-01, 3.576022047319622477e-01, 6.280531396287189405e-22, -3.576022047319622477e-01, -9.338740081889205236e-01, 3.448312430162060226e-21, 9.677501682751167289e-01, -3.886219344744395454e-01, 1.155207568538072671e+01, -8.070054472764427557e-21, 2.226227459574473701e-21
6.700000000000000400e-01, 2.104659999999999864e-02, -4.881164085680095299e-02, -1.889784753981234300e-01, 1.000000000000000000e+00, 8.138422038165124177e-26, 8.245587751115206349e-26, 5.860500594057348180e-26, -9.692843061048259656e-01, 2.459429485447509889e-01, 9.993906314334067664e-26, -2.459429485447509889e-01, -9.692843061048259656e-01, -1.363713529650390868e-23, 1.030129321905427719e+00, -2.621896401516100594e-01, 1.180700252175257781e+01, 1.092817568601826307e-24, 5.699117504020663776e-25
6.800000000000000488e-01, 2.104659999999999864e-02, -3.823548444336664909e-02, -1.909489483457293690e-01, 1.000000000000000000e+00, 1.863133140107104180e-24, 1.466613174565348926e-24, 1.655132799025212838e-24, -9.913963871553030938e-01, 1.308938636277960921e-01, 1.697867697780063870e-24, -1.308938636277960921e-01, -9.913963871553030938e-01, 8.580018995354032098e-22, 1.082979945583093295e+00, -1.337387177471976996e-01, 1.155809991887268495e+01, -1.257077261751180189e-23, -1.589140432618859838e-24
6.900000000000000577e-01, 2.104659999999999864e-02, -2.719976110977227399e-02, -1.917254590184748475e-01, 1.000000000000000000e+00, 6.889170065796414455e-22, -2.085552541569138939e-20, 1.078720511733590819e-21, -9.998252064292831864e-01, 1.869643251107373089e-02, -2.083899971361556401e-20, -1.869643251107373089e-02, -9.998252064292831864e-01, 2.091164000561495233e-21, 1.121694002204561613e+00, -2.626511466181931376e-02, 1.090479068610128444e+01, 8.307214896953942930e-21, 3.105954042703416408e-20
7.000000000000000666e-01, 2.104659999999999864e-02, -1.584745815686380149e-02, -1.915740422927258158e-01, 1.000000000000000000e+00, -6.610105996978581452e-21, 1.278038604248090196e-20, -5.487010876928073628e-21, -9.962984182578695780e-01, -8.596197867003405046e-02, 1.330129618956761251e-20, 8.596197867003405046e-02, -9.962984182578695780e-01, -5.785262726180484528e-21, 1.146738799712254453e+00, 5.166098042301123239e-02, 1.002278626323559507e+01, -2.412851857840564875e-20, -3.635536490364752589e-20
7.099999999999999645e-01, 2.104659999999999864e-02, -4.301115715188613513e-03, -1.907791511586728883e-01, 1.000000000000000000e+00, 3.100572161291922597e-23, -1.315656675836930564e-23, 2.812270468362530887e-23, -9.835848455900420007e-01, -1.804462566129151069e-01, -1.853546608215917467e-23, 1.804462566129151069e-01, -9.835848455900420007e-01, 7.392054966584995995e-22, 1.161045451667457096e+00, 1.036183368040287933e-01, 9.041100713384025767e+00, 4.179656170877814421e-22, 3.765107782460344313e-22
7.199999999999999734e-01, 2.104659999999999864e-02, 7.347218948823498047e-03, -1.895618098430377485e-01, 1.000000000000000000e+00, -1.367861140579247151e-21, -6.615922998213462638e-23, -1.336919166705755152e-21, -9.646292887464393839e-01, -2.636101957294874620e-01, 2.967630120371766537e-22, 2.636101957294874620e-01, -9.646292887464393839e-01, 3.119083000361897467e-21, 1.167325305227416399e+00, 1.373461757888425061e-01, 8.019117325089856863e+00, -7.169772674755184962e-21, -1.712705739951660647e-20
7.299999999999999822e-01, 2.104659999999999864e-02, 1.902377707402011509e-02, -1.880682989161708007e-01, 1.000000000000000000e+00, 9.111918690618463379e-22, 6.663879614314814501e-23, 8.808326634070385428e-22, -9.421727699628419384e-01, -3.351275451832422814e-01, -2.425802351204479018e-22, 3.351275451832422814e-01, -9.421727699628419384e-01, -1.882369914279376862e-21, 1.167061371024728400e+00, 1.603243008003594205e-01, 6.971738175653792169e+00, 5.040961057044379848e-21, 1.144366766017144230e-20
7.399999999999999911e-01, 2.104659999999999864e-02, 3.066830369313641724e-02, -1.863715752418426130e-01, 1.000000000000000000e+00, 1.308851603326707490e-22, 1.355851948960997848e-23, 1.255948736564141382e-22, -9.186562873017221076e-01, -3.950577499569096762e-01, -3.925157776814113336e-23, 3.950577499569096762e-01, -9.186562873017221076e-01, 1.196566234637723056e-21, 1.160785725580517846e+00, 1.787167170548892292e-01, 5.904339167764429241e+00, 7.327070760179306830e-22, 1.623347139768004256e-21
7.500000000000000000e-01, 2.104659999999999864e-02, 4.221667453206799647e-02, -1.844918003929695294e-01, 1.000000000000000000e+00, -1.039977242318997971e-22, -9.635797461769513179e-24, -9.747424937482554871e-23, -8.961593635579785389e-01, -4.437323462486809089e-01, 3.751194405723124624e-23, 4.437323462486809089e-01, -8.961593635579785389e-01, 1.542175392130745077e-21, 1.147661887871272768e+00, 1.975093944598446116e-01, 4.817739216574205230e+00, -6.809698891383881251e-22, -1.325263792393378996e-21
7.600000000000000089e-01, 2.104659999999999864e-02, 5.359453382728778664e-02, -1.824055734131063977e-01, 1.000000000000000000e+00, 2.316882833842086260e-23, -2.353547501590527557e-23, 8.970860010300451379e-24, -8.764000665117335220e-01, -4.815837657336768385e-01, -3.178422346817847175e-23, 4.815837657336768385e-01, -8.764000665117335220e-01, -8.648310989741107906e-22, 1.126368556934604914e+00, 2.208926997332077147e-01, 3.723316702326376237e+00, -2.260582799118826247e-22, -2.439373095064553683e-22
7.700000000000000178e-01, 2.104659999999999864e-02, 6.470934476346720809e-02, -1.800468334271066173e-01, 1.000000000000000000e+00, -3.372587678098932949e-23, 3.503940880624796964e-23, -1.118240578631257195e-23, -8.606305430443066395e-01, -5.092298777362359585e-01, 4.733020953860320094e-23, 5.092298777362359585e-01, -8.606305430443066395e-01, 1.335955960437875792e-21, 1.094620456443917922e+00, 2.523818259562830568e-01, 2.646990569069831434e+00, 7.203298506480934194e-22, 9.857781626098140319e-22
7.800000000000000266e-01, 2.104659999999999864e-02, 7.544315758852879195e-02, -1.773226459627098017e-01, 1.000000000000000000e+00, 3.329764592382284401e-23, -3.752989289678415514e-23, 8.493075977236071820e-24, -8.495754254212775081e-01, -5.274671520770323196e-01, -4.944788919010862558e-23, 5.274671520770323196e-01, -8.495754254212775081e-01, -2.001433552853974488e-21, 1.049768880203074239e+00, 2.944203217170828224e-01, 1.636212914045503952e+00, -7.922721996761097217e-22, -9.547507742846763941e-22
7.900000000000000355e-01, 2.104659999999999864e-02, 8.565247048858574963e-02, -1.741206002207617565e-01, 1.000000000000000000e+00, 6.309861916820172403e-24, -1.047528320428505185e-24, 4.757842160809721186e-24, -8.432651090680531869e-01, -5.374978658826878863e-01, -4.274881397683308233e-24, 5.374978658826878863e-01, -8.432651090680531869e-01, 2.314523370145604982e-21, 9.893453713089475077e-01, 3.475309880953531549e-01, 7.654022262161275236e-01, 6.097979272653794638e-24, -4.613617081632780741e-23
8.000000000000000444e-01, 2.104659999999999864e-02, 9.517688875841541496e-02, -1.703477686350592935e-01, 1.000000000000000000e+00, 1.245133276674014819e-24, 5.099324418410840471e-24, 3.806260472049191727e-24, -8.409715919063440737e-01, -5.410792747892956278e-01, 3.614671163439059292e-24, 5.410792747892956278e-01, -8.409715919063440737e-01, 1.441115135579063587e-21, 9.129960670283433499e-01, 4.077439615117601224e-01, 1.319401831878134479e-01, 3.725427192613316922e-23, 2.307650930007352477e-23
8.100000000000000533e-01, 2.104659999999999864e-02, 1.038699025384517693e-01, -1.659716124991531538e-01, 1.000000000000000000e+00, -9.565201886388377152e-24, -2.933331820245581064e-24, -9.632660339061860432e-24, -8.412578414800957471e-01, -5.406341130082804591e-01, 2.703586042148034419e-24, 5.406341130082804591e-01, -8.412578414800957471e-01, 4.456095894547157503e-21, 8.240687716569535803e-01, 4.661820045705307169e-01, -1.801853878495860983e-01, -3.029283695746770280e-23, -2.610100335125146649e-23
8.200000000000000622e-01, 2.104659999999999864e-02, 1.116416116492258831e-01, -1.610702497058044413e-01, 1.000000000000000000e+00, -1.189264268351877717e-25, 2.637742496124339767e-25, 4.200332273295709268e-26, -8.423030960553963276e-01, -5.390041691633697951e-01, 2.862797069961106588e-25, 5.390041691633697951e-01, -8.423030960553963276e-01, 1.780961925114310217e-22, 7.302093395189008795e-01, 5.108645655371036876e-01, -1.542833322672711449e-01, 1.678008964378512646e-23, 3.019115608543736029e-24
8.300000000000000711e-01, 2.104659999999999864e-02, 1.184869679513352730e-01, -1.558313251611904982e-01, 1.000000000000000000e+00, -1.356838323843544096e-25, -5.911915194641013677e-24, -3.299603808912140155e-24, -8.424381847545308055e-01, -5.387930074411606540e-01, -4.907317604884595945e-24, 5.387930074411606540e-01, -8.424381847545308055e-01, -1.592171326063681200e-21, 6.400773477788387344e-01, 5.327092335148689850e-01, 1.395507764419506580e-01, 1.480955610649764953e-23, -5.479354580942089757e-23
8.399999999999999689e-01, 2.104659999999999864e-02, 1.244756106129019518e-01, -1.505012410105254772e-01, 1.000000000000000000e+00, -6.405888751127368743e-26, -5.689573679020687214e-25, -3.620940631691468361e-25, -8.405184491221220355e-01, -5.417829239514130313e-01, -4.435131531047188932e-25, 5.417829239514130313e-01, -8.405184491221220355e-01, -3.386180199251471086e-22, 5.595168913353281148e-01, 5.292136436609761185e-01, 5.875846684382519669e-01, 1.430632535016094461e-23, -6.495762701564130651e-24
8.499999999999999778e-01, 2.104659999999999864e-02, 1.297155457091329067e-01, -1.453220795321894798e-01, 1.000000000000000000e+00, 6.872357612783727756e-25, -5.612289553129425336e-25, 2.664877746157594350e-25, -8.359491175135158603e-01, -5.488069541545314012e-01, -8.463186148501411332e-25, 5.488069541545314012e-01, -8.359491175135158603e-01, -6.479093006123278578e-22, 4.903466498919896166e-01, 5.033187278745075988e-01, 1.090532090214852756e+00, -1.878572210057845299e-23, -1.949213572200460273e-23
8.599999999999999867e-01, 2.104659999999999864e-02, 1.343174804471820583e-01, -1.404925768380957396e-01, 1.000000000000000000e+00, -6.489500446019618287e-25, 6.082470704342565647e-25, -1.970640982499633572e-25, -8.285133600401657361e-01, -5.599692957966130313e-01, 8.673329235430144581e-25, 5.599692957966130313e-01, -8.285133600401657361e-01, 3.845901518400905221e-22, 4.315980311279489223e-01, 4.601228464607747815e-01, 1.588462885023042226e+00, 2.214106732050259543e-23, 4.766701506514827862e-23
8.699999999999999956e-01, 2.104659999999999864e-02, 1.383746018680069301e-01, -1.361595443092568636e-01, 1.000000000000000000e+00, 3.020176359044318615e-25, -1.436260023768338507e-24, -5.787354995177697867e-25, -8.181607650957436473e-01, -5.749895324768509175e-01, -1.348748579191187594e-24, 5.749895324768509175e-01, -8.181607650957436473e-01, -2.120911700080483741e-22, 3.810331744733248538e-01, 4.048169751168486652e-01, 2.053919559442787701e+00, 3.192419368861952170e-23, -5.139150743972711211e-23
8.800000000000000044e-01, 2.104659999999999864e-02, 1.419569376195519150e-01, -1.324219334544906035e-01, 1.000000000000000000e+00, -5.851750553594809514e-25, 1.263015205845595535e-24, 2.785063083379814621e-25, -8.048881393839690812e-01, -5.934265608135622649e-01, 1.363844379622584719e-24, 5.934265608135622649e-01, -8.048881393839690812e-01, 6.400745571174333755e-22, 3.359332469875888072e-01, 3.417488440572004071e-01, 2.482856130791502025e+00, -5.213767162643641899e-24, 4.096294121771316195e-23
8.900000000000000133e-01, 2.104659999999999864e-02, 1.451031447820370357e-01, -1.293389101953052456e-01, 1.000000000000000000e+00, 2.270186423049112333e-24, -1.542209889417299085e-23, -7.691221286813231415e-24, -7.886752347813388297e-01, -6.148100308571748940e-01, -1.355876085098927405e-23, 6.148100308571748940e-01, -7.886752347813388297e-01, 1.619512134890480052e-22, 2.935257531332698955e-01, 2.746460363823334250e-01, 2.881676198309615522e+00, -7.298178157592010106e-22, 6.838466318988403107e-22
9.000000000000000222e-01, 2.104659999999999864e-02, 1.478239407998645227e-01, -1.269309632859397519e-01, 1.000000000000000000e+00, -4.764960572603005622e-24, -6.063436103151300152e-23, -4.239616334814598788e-23, -7.694182107960232386e-01, -6.387453458894603031e-01, -4.360958518852990938e-23, 6.387453458894603031e-01, -7.694182107960232386e-01, 2.096207385655471054e-22, 2.507839538579846872e-01, 2.066669816011324490e-01, 3.259195712784859200e+00, -1.756640394699498163e-21, 3.230502676786892132e-21
9.100000000000000311e-01, 2.104659999999999864e-02, 1.501067089119239029e-01, -1.251972257061038651e-01, 1.000000000000000000e+00, 3.197340276372419292e-24, 2.832173392736831351e-23, 2.121790727724780212e-23, -7.469816725215210340e-01, -6.648446291555274446e-01, 1.903008166744624325e-23, 6.648446291555274446e-01, -7.469816725215210340e-01, -1.638286599533790171e-22, 2.045050544403059500e-01, 1.409401140782351736e-01, 3.622875349234677245e+00, 7.460995055033471932e-22, -1.637858326437754572e-21
9.200000000000000400e-01, 2.104659999999999864e-02, 1.518926419988602949e-01, -1.240954578885078707e-01, 1.000000000000000000e+00, -1.263600509629710729e-24, -1.847998264236704285e-23, -1.371295130731865692e-23, -7.211965784697433879e-01, -6.927304636029335549e-01, -1.245236568501066693e-23, 6.927304636029335549e-01, -7.211965784697433879e-01, -2.051289848374018062e-21, 1.514088746799199248e-01, 8.048370227891939177e-02, 3.968802425348817664e+00, -4.597113209124267182e-22, 1.053486699612521001e-21
9.300000000000000488e-01, 2.104659999999999864e-02, 1.531007857446304576e-01, -1.235593615589109379e-01, 1.000000000000000000e+00, 3.458610838507333748e-25, 1.545341080514181963e-24, 1.354907700213431195e-24, -6.920053121894429449e-01, -7.218924074275829827e-01, 8.197097464038687599e-25, 7.218924074275829827e-01, -6.920053121894429449e-01, 5.622078314821026239e-22, 8.825207435424295421e-02, 2.839407781738866737e-02, 4.274251094612442792e+00, 1.222180190807996360e-23, -6.967388992162837751e-23
9.400000000000000577e-01, 2.104659999999999864e-02, 1.536182808059712857e-01, -1.234923883597000699e-01, 1.000000000000000000e+00, -3.316468239360406346e-25, -2.005999110795366391e-25, -3.695351130112741269e-25, -6.596424256407229514e-01, -7.515795834739150694e-01, 1.169347698664774548e-25, 7.515795834739150694e-01, -6.596424256407229514e-01, -6.909288609769065624e-24, 1.324670836643040972e-02, -1.314683459170056488e-02, 4.490594653284799342e+00, -1.808554181563111886e-23, 6.049756981990245421e-24
9.500000000000000666e-01, 2.104659999999999864e-02, 1.533293570113202775e-01, -1.237861698916591369e-01, 1.000000000000000000e+00, 4.445693770078191799e-25, 3.039783382037713351e-25, 5.151252587017131958e-25, -6.248826407535239547e-01, -7.807186979219228329e-01, -1.571328384448645297e-25, 7.807186979219228329e-01, -6.248826407535239547e-01, -7.489284608386295693e-23, -7.258219571838489537e-02, -4.393084512987188023e-02, 4.548932298489166470e+00, 1.697029187456306060e-23, -6.805498661098261319e-24
9.599999999999999645e-01, 2.104659999999999864e-02, 1.521458621378455611e-01, -1.243438483907789022e-01, 1.000000000000000000e+00, -6.195349678837866039e-25, -3.668503547956874617e-25, -6.614472411052323502e-25, -5.892194222631024214e-01, -8.079730641722756568e-01, 2.844122122532063412e-25, 8.079730641722756568e-01, -5.892194222631024214e-01, -6.643890878462001240e-22, -1.644568926057415892e-01, -6.672207863290596785e-02, 4.389188595445098429e+00, -2.160938754659697848e-24, 2.261552062618131580e-24
9.699999999999999734e-01, 2.104659999999999864e-02, 1.500432376359352449e-01, -1.251103755786882044e-01, 1.000000000000000000e+00, -1.078147681049449579e-25, 1.747970433144669298e-25, 8.564153241740442960e-26, -5.546713380124685955e-01, -8.320695324234972379e-01, 1.866642935812881934e-25, 8.320695324234972379e-01, -5.546713380124685955e-01, -5.683717371551257102e-22, -2.553186011392629684e-01, -8.651905469417102423e-02, 3.994941005881043949e+00, -5.884444777010773661e-25, -1.847402577728626433e-25
9.799999999999999822e-01, 2.104659999999999864e-02, 1.470644341706518476e-01, -1.260809428866281612e-01, 1.000000000000000000e+00, 1.846207383278049453e-26, 4.182991769347374567e-26, 4.530547985163232050e-26, -5.234419148717757153e-01, -8.520613603229336697e-01, 6.164712472059286604e-27, 8.520613603229336697e-01, -5.234419148717757153e-01, 8.907931673715189496e-22, -3.389521283751611436e-01, -1.081609619435342229e-01, 3.397576600007442327e+00, -1.188909681727596618e-23, -3.325561990512969603e-23
9.899999999999999911e-01, 2.104659999999999864e-02, 1.432983992768183112e-01, -1.272888527018886384e-01, 1.000000000000000000e+00, 1.532647479937990813e-24, -4.110368928865701652e-24, -2.803781172948906056e-24, -4.973261139570177569e-01, -8.675636785714413435e-01, -3.373863091970702379e-24, 8.675636785714413435e-01, -4.973261139570177569e-01, -1.459508402717788221e-21, -4.124116352524853646e-01, -1.343273155336232316e-01, 2.655200590270193839e+00, 7.249656579217184323e-24, -1.225622830540480707e-22
1.000000000000000000e+00, 2.104659999999999864e-02, 1.388517019213343917e-01, -1.287849184817300152e-01, 1.000000000000000000e+00, 4.098381779774203260e-24, -2.789545436590039717e-24, -4.926378187445976936e-25, -4.777436499817171445e-01, -8.784992913498260725e-01, -4.933113107879044177e-24, 8.784992913498260725e-01, -4.777436499817171445e-01, 6.887768570089946172e-22, -4.751959260741802638e-01, -1.657456615232704156e-01, 1.819191579381364221e+00, 4.906952559687164187e-23, 3.840241385150395949e-25
1.010000000000000009e+00, 2.104659999999999864e-02, 1.338269247584677468e-01, -1.306191393979824755e-01, 1.000000000000000000e+00, -4.294068962986806785e-25, 3.346199023865127682e-24, 2.761426562897679480e-24, -4.656054421566908630e-01, -8.849924136590507917e-01, 1.938030321648221138e-24, 8.849924136590507917e-01, -4.656054421566908630e-01, -6.645375260877513700e-22, -5.283489446822914326e-01, -2.018685356134212738e-01, 9.260466511186203897e-01, -3.945076063038037394e-23, -2.961032975474598767e-23
1.020000000000000018e+00, 2.104659999999999864e-02, 1.283112160953369663e-01, -1.328345672239856501e-01, 1.000000000000000000e+00, 7.373706581132126580e-24, -2.969663751324323115e-24, 7.684029994376930845e-25, -4.614938927868104113e-01, -8.871433857728274752e-01, -7.912016706947479585e-24, 8.871433857728274752e-01, -4.614938927868104113e-01, 1.918597465823411578e-21, -5.734404940845843068e-01, -2.416296519383618335e-01, -1.470795816749692619e-03, 1.050616148845409222e-22, -2.764772550312396193e-23
1.030000000000000027e+00, 2.104659999999999864e-02, 1.223800659361679866e-01, -1.354602830277102099e-01, 1.000000000000000000e+00, 1.842094855920494184e-24, 1.417847411632174567e-24, 2.112575663489085457e-24, -4.656985677844041049e-01, -8.849434128595765614e-01, -9.698601996754241166e-25, 8.849434128595765614e-01, -4.656985677844041049e-01, 1.432855421607866479e-21, -6.119426928843021418e-01, -2.839657201214521587e-01, -9.514671419671829611e-01, 1.001214522840997984e-22, -6.532882728694593060e-23
1.040000000000000036e+00, 2.104659999999999864e-02, 1.160900936190631255e-01, -1.385188049219529538e-01, 1.000000000000000000e+00, -3.332168301185270043e-24, -3.925826234906594071e-24, -5.041460616439377162e-24, -4.783315096821150192e-01, -8.781793477674298964e-01, 1.048394995693661029e-24, 8.781793477674298964e-01, -4.783315096821150192e-01, -1.018703078646585971e-21, -6.452415520595855547e-01, -3.278436249986823592e-01, -1.915993148215551001e+00, -1.102914327849518519e-22, 3.660295825297667017e-23
1.050000000000000044e+00, 2.104659999999999864e-02, 1.094877911016920585e-01, -1.420195929793651168e-01, 1.000000000000000000e+00, 1.641859801919190089e-24, -1.116132834398111758e-25, 7.230556096659863623e-25, -4.992882868746382208e-01, -8.664359218025234899e-01, -1.478293516027478936e-24, 8.664359218025234899e-01, -4.992882868746382208e-01, 2.434945900642210604e-21, -6.744791977066670885e-01, -3.723728797823977477e-01, -2.890173850297248492e+00, 1.946208496102325026e-23, -1.152524732858860055e-22
