frame, lambda, x, y
5.000000000000000000e+01,2.710937183510445797e-02,6.282476993461701964e-01,1.035064397038468087e+00
5.100000000000000000e+01,2.763021022295999995e-02,6.410112084232097995e-01,1.055614135188903902e+00
5.200000000000000000e+01,2.815024391917709048e-02,6.537821760507429580e-01,1.076158053183547736e+00
5.300000000000000000e+01,2.866947473827103840e-02,6.665605837874860606e-01,1.096696158307679525e+00
5.400000000000000000e+01,2.918790449019137423e-02,6.793464132279594114e-01,1.117228457859368973e+00
5.500000000000000000e+01,2.970553498033370529e-02,6.921396460023793162e-01,1.137754959149518186e+00
5.600000000000000000e+01,3.022236800954998526e-02,7.049402637766948310e-01,1.158275669501648508e+00
5.700000000000000000e+01,3.073840537415946372e-02,7.177482482524975005e-01,1.178790596251815259e+00
5.800000000000000000e+01,3.125364886595724534e-02,7.305635811670456725e-01,1.199299746748394568e+00
5.900000000000000000e+01,3.176810027222753963e-02,7.433862442931952197e-01,1.219803128352040744e+00
6.000000000000000000e+01,3.228176137575072824e-02,7.562162194394151937e-01,1.240300748435501532e+00
6.100000000000000000e+01,3.279463395481830440e-02,7.690534884496504908e-01,1.260792614383603905e+00
6.200000000000000000e+01,3.330671978323872934e-02,7.818980332034279890e-01,1.281278733592927210e+00
6.300000000000000000e+01,3.381802063035015127e-02,7.947498356157307597e-01,1.301759113471874230e+00
6.400000000000000000e+01,3.432853826103081374e-02,8.076088776370089484e-01,1.322233761440429589e+00
6.500000000000000000e+01,3.483827443570888110e-02,8.204751412531294807e-01,1.342702684930046075e+00
6.600000000000000000e+01,3.534723091037348525e-02,8.333486084853080067e-01,1.363165891383602002e+00
6.700000000000000000e+01,3.585540943658346164e-02,8.462292613901876148e-01,1.383623388255159625e+00
6.800000000000000000e+01,3.636281176148062344e-02,8.591170820596433222e-01,1.404075183009936723e+00
6.900000000000000000e+01,3.686943962779658940e-02,8.720120526209068634e-01,1.424521283124107640e+00
7.000000000000000000e+01,3.737529477386634935e-02,8.849141552364347962e-01,1.444961696084746450e+00
7.100000000000000000e+01,3.788037893363745134e-02,8.978233721038574311e-01,1.465396429389713262e+00
7.200000000000000000e+01,3.838469383667830054e-02,9.107396854560334543e-01,1.485825490547398431e+00
7.300000000000000000e+01,3.888824120819207170e-02,9.236630775609424582e-01,1.506248887076850451e+00
7.400000000000000000e+01,3.939102276902425176e-02,9.365935307216861627e-01,1.526666626507349633e+00
7.500000000000000000e+01,3.989304023567389473e-02,9.495310272764265758e-01,1.547078716378550212e+00
7.600000000000000000e+01,4.039429532030510556e-02,9.624755495983469133e-01,1.567485164240238760e+00
7.700000000000000000e+01,4.089478973075495738e-02,9.754270800956390541e-01,1.587885977652234715e+00
7.800000000000000000e+01,4.139452517054573871e-02,9.883856012114479173e-01,1.608281164184276690e+00
7.900000000000000000e+01,4.189350333889289152e-02,1.001351095423853588e+00,1.628670731415880368e+00
8.000000000000000000e+01,4.239172593071944412e-02,1.014323545245781721e+00,1.649054686936267444e+00
8.100000000000000000e+01,4.288919463666193005e-02,1.027302933225042958e+00,1.669433038344237730e+00
8.200000000000000000e+01,4.338591114308153196e-02,1.040289241944228227e+00,1.689805793248041255e+00
8.300000000000000000e+01,4.388187713207784835e-02,1.053282454020691983e+00,1.710172959265264581e+00
8.400000000000000000e+01,4.437709428149377855e-02,1.066282552106530668e+00,1.730534544022702903e+00
8.500000000000000000e+01,4.487156426492964340e-02,1.079289518888501664e+00,1.750890555156288997e+00
8.600000000000000000e+01,4.536528875175079717e-02,1.092303337088049275e+00,1.771241000310936897e+00
8.700000000000000000e+01,4.585826940710108213e-02,1.105323989461179712e+00,1.791585887140456634e+00
8.800000000000000000e+01,4.635050789190886533e-02,1.118351458798497955e+00,1.811925223307426336e+00
8.900000000000000000e+01,4.684200586290073604e-02,1.131385727925090290e+00,1.832259016483121172e+00
9.000000000000000000e+01,4.733276497260979071e-02,1.144426779700559171e+00,1.852587274347357038e+00
9.100000000000000000e+01,4.782278686938475076e-02,1.157474597018972373e+00,1.872910004588320021e+00
9.200000000000000000e+01,4.831207319740444400e-02,1.170529162808714885e+00,1.893227214902651667e+00
9.300000000000000000e+01,4.880062559668202349e-02,1.183590460032638347e+00,1.913538912995107921e+00
9.400000000000000000e+01,4.928844570307990697e-02,1.196658471687798375e+00,1.933845106578658601e+00
9.500000000000000000e+01,4.977553514831716680e-02,1.209733180805592445e+00,1.954145803374231605e+00
9.600000000000000000e+01,5.026189555998049341e-02,1.222814570451620453e+00,1.974441011110670274e+00
9.700000000000000000e+01,5.074752856153443709e-02,1.235902623725684268e+00,1.994730737524591291e+00
9.800000000000000000e+01,5.123243577233072693e-02,1.248997323761717571e+00,2.015014990360342040e+00
9.900000000000000000e+01,5.171661880761837388e-02,1.262098653727767417e+00,2.035293777369787449e+00
1.000000000000000000e+02,5.220007927855622315e-02,1.275206596825866345e+00,2.055567106312395254e+00
1.010000000000000000e+02,5.268281879221800579e-02,1.288321136292178037e+00,2.075834984954852303e+00
1.020000000000000000e+02,5.316483895160634132e-02,1.301442255396758840e+00,2.096097421071206668e+00
