u_x, load_factor
-0.06097986100177755, 9.497226634245733
-0.05715160702638311, 9.049018947446584
-0.05502890173410435, 8.591168831168833
-0.05502479926227544, 8.433970374636697
-0.050867052023121584, 8.06753246753247
-0.04882515462990078, 7.543242325840052
-0.046138014820249484, 7.0555742322013275
-0.04254335260115649, 6.608831168831171
0.48184971098265894, 6.571428571428574
0.47426473410083236, 6.424601706793477
0.4474122669305678, 6.154034065625286
0.652485549132948, 6.122597402597405
0.41525493353725684, 5.7786636039830634
0.3830976001439459, 5.550105514065546
0.6527023863610801, 5.6514124585808885
0.652485549132948, 5.299740259740262
0.3486705202312135, 5.224935064935067
0.3112138728323699, 4.850909090909093
0.2695953757225431, 4.476883116883119
-0.025895953757225865, 4.5890909090909116
-0.030449535548009, 5.08449540740919
0.6587318863723257, 4.693299630632589
0.6483236994219652, 4.215064935064937
0.22797687861271632, 4.140259740259742
-0.011212559321653437, 4.069221001566531
0.19052023121387274, 3.728831168831171
-0.01125285673192078, 3.6643476052864425
0.15306358381502871, 3.3174025974026
-0.0043217021659436305, 3.0799515574120413
0.12393063583815023, 2.86857142857143
0.011560693641618158, 2.6067532467532484
0.0864739884393062, 2.3823376623376653
0.024046242774566018, 2.2327272727272742
0.030132583612603625, 2.04290661680732
0.03653179190751432, 1.8961038961038987
0.06566473988439281, 1.8961038961038987
0.05596620858730095, 1.694660216368293
0.04485549132947941, 1.4846753246753277
0.06566473988439281, 1.4098701298701322
0.08546825471148312, 1.1711476001657086
0.04138176067876209, 1.1153996415219254
0.11818242504666943, 0.8840133118687916
0.14473988439306318, 0.7366233766233794
0.0188928299408464, 0.6820763528583793
0.18249709183329133, 0.5263956168234145
0.223815028901734, 0.40000000000000213
0.24699191174816715, 0.3296468186425656
0.27904968683375886, 0.24126009824703765
0.3099175030985162, 0.16122420802626003
0.34336435362038076, 0.06209298066362656
0.3861271676300575, -0.011428571428568901
0.37455764896806665, -0.025038190727171283
0.4075984255864684, -0.04800670784265826
0.44128706056993705, -0.15145496993278762
0.4718324975525561, -0.26503028423552166
0.5040704257664013, -0.38043648491585813
0.6067052023121384, -0.27324675324675063
0.6104958862823593, -0.05053490322906207
0.620449346618384, 0.46027678701207186
0.6275144508670518, 0.9236363636363656
0.6316763005780346, 1.3724675324675353
0.6356011728788915, 1.8636493196133088
0.6409452294404945, 2.337526046237885
0.6441618497109824, 2.7563636363636395
0.6425000895166546, 2.9939273181308437
0.6483236994219652, 3.2425974025974043
0.650156597467443, 3.6364558712357464
-0.038381502890173724, 6.0477922077922095
0.6585734758629989, 6.624955874455243
0.5068208092485547, 6.90805194805195
0.6440313911068123, 7.07116674678512
0.5285712512089242, 7.231248171741285
0.6469919075144501, 7.50747975137703
0.5499244011605668, 7.651508508029765
0.6446949551292138, 7.9319597351114535
0.5650867052023121, 7.992727272727275
0.5711414354153073, 8.211747300890837
0.6354839440490228, 8.298100948382057
0.5942196531791906, 8.703376623376625
0.6235119497986994, 8.82568953441213
0.615028901734104, 8.965194805194807
0.004799529044995587, 0.2725565285539133
-0.0009248554913297014, 0.02597402597402798
0.5362277591597122, -0.5645828403947313
0.5975892014510307, -0.5790046736746106
0.5688955264164091, -0.758661406391143
