frame, lambda, x, y
2.030000000000000000e+03,3.016392560628541886e-01,8.460763307398616462e+01,6.777713207247381888e+01
2.039000000000000000e+03,2.964408215754093523e-01,8.463205594091648720e+01,6.752307843417850108e+01
2.048000000000000000e+03,2.912928220110068689e-01,8.465041837926834489e+01,6.726863831423737849e+01
2.057000000000000000e+03,2.861926559833858907e-01,8.466287491834378898e+01,6.701385232175627493e+01
2.065000000000000000e+03,2.816972702760567326e-01,8.466910989488482642e+01,6.678711709485926917e+01
2.074000000000000000e+03,2.766805422572743423e-01,8.467081304434303490e+01,6.653178299376185123e+01
2.083000000000000000e+03,2.717044134194085969e-01,8.466702670161679123e+01,6.627621160887240137e+01
2.092000000000000000e+03,2.667664626750665402e-01,8.465788571936141693e+01,6.602043771089643087e+01
2.100000000000000000e+03,2.624072950298676488e-01,8.464537080327525587e+01,6.579294016545510715e+01
2.109000000000000000e+03,2.575349772635236456e-01,8.462646854390862927e+01,6.553687385012305811e+01
2.118000000000000000e+03,2.526940324242334945e-01,8.460257819243828692e+01,6.528069802012234391e+01
2.127000000000000000e+03,2.478821586782872510e-01,8.457381948610913014e+01,6.502444243538752744e+01
2.135000000000000000e+03,2.436274994656389414e-01,8.454426338584555367e+01,6.479661586675524632e+01
2.144000000000000000e+03,2.388643327762469681e-01,8.450662412477528562e+01,6.454028667679133946e+01
2.153000000000000000e+03,2.341236996102941670e-01,8.446444469196565308e+01,6.428395719113342466e+01
2.162000000000000000e+03,2.294033657003012316e-01,8.441783320067064267e+01,6.402765277193242355e+01
2.170000000000000000e+03,2.252227562465733413e-01,8.437276544323496807e+01,6.379986734287707861e+01
2.179000000000000000e+03,2.205347018637330014e-01,8.431806850084147698e+01,6.354367578199677524e+01
2.188000000000000000e+03,2.158605371311712873e-01,8.425923830677113813e+01,6.328757676725822279e+01
2.197000000000000000e+03,2.111980499131240196e-01,8.419637414562561162e+01,6.303159174483092642e+01
2.205000000000000000e+03,2.070616310784806069e-01,8.413718713684927764e+01,6.280416179910780983e+01
2.214000000000000000e+03,2.024151600604036094e-01,8.406696763026469910e+01,6.254844731024179083e+01
2.223000000000000000e+03,1.977739609375488150e-01,8.399299096700673317e+01,6.229290359038532898e+01
2.232000000000000000e+03,1.931358032123850765e-01,8.391534996289128401e+01,6.203754858368445468e+01
2.240000000000000000e+03,1.890137381220146906e-01,8.384333349759823761e+01,6.181073862990444923e+01
2.249000000000000000e+03,1.843752001599731349e-01,8.375901965428391804e+01,6.155578610332141665e+01
2.258000000000000000e+03,1.797331923316279056e-01,8.367130269770584050e+01,6.130106952591259528e+01
2.267000000000000000e+03,1.750854306598931542e-01,8.358027108943595351e+01,6.104660374225181840e+01
2.275000000000000000e+03,1.709473956046928533e-01,8.349664232162791677e+01,6.082063390552967519e+01
2.284000000000000000e+03,1.662824670027508445e-01,8.339958836139723530e+01,6.056667979572146265e+01
2.293000000000000000e+03,1.616050764152805463e-01,8.329947131654340353e+01,6.031301538671404927e+01
2.302000000000000000e+03,1.569128590943700552e-01,8.319637730515259477e+01,6.005965287279356346e+01
2.310000000000000000e+03,1.527276217455494634e-01,8.310230839896546229e+01,5.983470458035796469e+01
2.319000000000000000e+03,1.480008617171828245e-01,8.299382530794875379e+01,5.958194350358594704e+01
2.328000000000000000e+03,1.432523075796549306e-01,8.288261293599167345e+01,5.932951633898241539e+01
2.337000000000000000e+03,1.384794992444964012e-01,8.276875706396199917e+01,5.907743319197653875e+01
2.345000000000000000e+03,1.342146332762102212e-01,8.266540214462939673e+01,5.885365592227780240e+01
2.354000000000000000e+03,1.293892129268896518e-01,8.254678800502686897e+01,5.860224869357175947e+01
2.363000000000000000e+03,1.245322963453475290e-01,8.242578002463065445e+01,5.835121247432720537e+01
2.372000000000000000e+03,1.196413338618226851e-01,8.230246569850866933e+01,5.810055602555822674e+01
2.380000000000000000e+03,1.152631539934127342e-01,8.219098811336745314e+01,5.787807603990817285e+01
2.389000000000000000e+03,1.103008623214188216e-01,8.206355893471977936e+01,5.762816019920757782e+01
2.398000000000000000e+03,1.052970650536155933e-01,8.193408102600440657e+01,5.737864858709789218e+01
2.407000000000000000e+03,1.002491588111072834e-01,8.180264567435169454e+01,5.712954961191408643e+01
2.415000000000000000e+03,9.572299394479655277e-02,8.168424578633160138e+01,5.690848158922030109e+01
2.424000000000000000e+03,9.058466033507883708e-02,8.154936682744063603e+01,5.666018541694412392e+01
2.433000000000000000e+03,8.539469890821883846e-02,8.141280193079509786e+01,5.641232707235543842e+01
2.442000000000000000e+03,8.015052814214745913e-02,8.127464817320138479e+01,5.616491588149762748e+01
2.450000000000000000e+03,7.544146511167180991e-02,8.115059085294025465e+01,5.594537812042278802e+01
2.459000000000000000e+03,7.008794445405037987e-02,8.100970717253983366e+01,5.569883875235818493e+01
2.468000000000000000e+03,6.467291832388796791e-02,8.086752547460186236e+01,5.545277650507749456e+01
2.477000000000000000e+03,5.919394640556829845e-02,8.072415035614477574e+01,5.520720313448001093e+01
