u_x, load_factor
0.09630818619582548,0.22657118162734946
0.09630818619582548,2.1496481047042764
0.19261637239165452,3.9846108947232537
0.48154093097913275,5.992995768276664
1.0593900481540928,7.737038242656219
1.4446227929374,9.91954674538944
2.4077046548956673,12.010433386837875
3.756019261637242,14.710401957592968
5.104333868378813,17.060720178697704
7.030497592295347,19.494241713342834
9.534510433386842,21.836141386703183
12.327447833065815,24.08852383571484
15.313001605136442,26.339503193435778
18.009630818619588,27.893286488792107
20.706260032102733,29.35965719673585
23.402889245585882,30.738615317267
26.677367576243988,32.11336416392596
29.56661316211879,33.14126884351603
32.55216693418941,33.90623421522298
36.40449438202248,34.752298263534215
40.64205457463885,35.15849319220106
44.49438202247192,35.30525654121159
48.34670947030499,34.92754436574661
51.6211878009631,34.46662887674123
54.79935794542537,33.74417717114346
57.303370786516865,33.02663628506325
60.288924558587496,31.868524733693267
63.08186195826646,30.711816273614023
66.06741573033709,29.291466960006282
68.95666131621189,27.609581429806145
72.32744783306582,25.39971264690365
75.5056179775281,23.19124695529189
78.58747993579455,20.546419872262565
81.95826645264849,17.02536227817126
83.69181380417336,14.477769421589642
84.46227929373998,12.461667545937203
84.65489566613164,9.837886832268843
83.88443017656503,7.308534162466742
82.53611556982345,4.433740416886472
81.57303370786518,2.605091537675804
79.35794542536118,-0.5256260593339377
78.10593900481543,-2.78923323867145
77.43178170144465,-4.707399342230808
76.46869983948638,-6.885698571091837
76.08346709470307,-9.330444836062824
75.7945425361156,-11.426242297028828
76.37239165329055,-13.353528493977933
78.39486356340291,-14.154974239243906
80.70626003210275,-14.259223922145289
83.30658105939006,-13.928515304919806
85.71428571428574,-13.24675324675325
88.21829855537722,-12.565692734232073
90.43338683788124,-11.620289822537025
92.16693418940612,-10.409141420377388
92.55216693418943,-9.100758791770033
91.7817014446228,-7.871370202830889
90.24077046548958,-6.986019598379151
88.41091492776887,-5.923739182166159
87.92937399678975,-4.171979705687583
88.69983948635637,-2.4293403225987547
90.43338683788124,-0.4314786337258383
91.7817014446228,0.8698885384278512
93.5152487961477,2.780337639888195
94.95987158908508,4.518066203459448
96.69341894060996,6.865578241982732
98.2343499197432,9.039668196971554
99.58266452648476,11.739636767726651
100.83467094703052,14.265481709301927
102.08667736757627,16.96615182570238
103.2423756019262,19.405285725510435
104.10914927768863,21.759111674842007
104.97592295345108,24.287762798998745
105.65008025682185,26.642991839621047
106.2279293739968,29.173747600713888
106.99839486356343,31.87792544534117
107.38362760834673,35.633860521500964
107.86516853932585,39.389094052015395
