,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1111111111111111,0.6981317007977317,0.0,0.6975970650998928,-0.023839741097162772,0.696202999600957,-0.04526707020054707,0.6943078872138322,-0.06371183701714953,0.6921524024900785,-0.07963070650449583,0.6898627048570747,-0.09359205027386452,0.6875048354619697,-0.1060360960808812,0.6851160290336138,-0.11727630846782815,0.6827190050972258,-0.1275362906540251,0.6803285199333213,-0.13697954161087794
0.2222222222222222,1.3962634015954634,0.0,1.392609774614008,-0.08890901844291972,1.3832020259675029,-0.16786387122388619,1.370668501497727,-0.2345262084434731,1.356736060644995,-0.2908003182986002,1.3422751727791074,-0.3390508711451736,1.3277152896621578,-0.38111208427302024,1.3132798629797602,-0.41829309889683697,1.2990919822513545,-0.45153002006829646,1.285221948112249,-0.4815086510366019
0.3333333333333333,2.0943951023931953,0.0,2.083976373388603,-0.18555294571998288,2.0574996881901253,-0.348160803130436,2.0229569546683535,-0.4825891727537375,1.9854494180523927,-0.5934106521010587,1.947415996163636,-0.6862025999150745,1.9099625609014876,-0.7652663332677146,1.8735964336243809,-0.8336576622488903,1.838548871620421,-0.893550462614184,1.8049160211529602,-0.9465276316866236
0.4444444444444444,2.7925268031909276,0.0,2.7719264307515026,-0.3042376844448086,2.720253841409627,-0.5673857579998183,2.6542098321664773,-0.7805193068327425,2.58409990579794,-0.9523151517150445,2.5145484417008834,-1.0930468820462338,2.447436284260191,-1.2105330397384382,2.3834757549497763,-1.3102624388255482,2.3228800286682123,-1.3960922071310649,2.265643303074948,-1.4707951742400693
0.5555555555555556,3.4906585039886595,0.0,3.457586827603065,-0.4355844629315504,3.3756730241321353,-0.8077978838480389,3.2730219508531055,-1.103688947587144,3.1663571598928804,-1.337469753448737,3.0626714818124903,-1.525403935892541,2.9644491398395303,-1.6796535174274396,2.872371208953751,-1.8086213416916304,2.7864210456268195,-1.9181193911388732,2.706322512923464,-2.012260366160766
0.6666666666666666,4.1887902047863905,0.0,4.142591583833081,-0.5703289248328538,4.02956295708306,-1.0523656172660383,3.8906150423518913,-1.4291983522710208,3.749201608474198,-1.7217256557155625,3.6144084989377583,-1.953092644160051,3.4889509567172055,-2.140292787366177,3.3731707305148673,-2.29487105613627,3.266600020644284,-2.424681684388604,3.168543774502564,-2.53519252935714
0.7777777777777777,4.886921905584122,0.0,4.82871140789351,-0.6992409091590237,4.688041902476622,-1.284210882052279,4.51845494948847,-1.7343242875220743,4.349513424726308,-2.0778371011960965,4.1917554977098295,-2.345179971630576,4.047656927065038,-2.558326484465628,3.916917162297233,-2.7319751000441332,3.7984354448867084,-2.8759715375603583,3.6909962369829827,-2.9970625211871367
0.8888888888888888,5.585053606381853,0.0,5.517482621290721,-0.8130324885474506,5.356271260415154,-1.48600109620368,5.165887178144807,-1.9949021836722238,4.9805728483580385,-2.375455807560086,4.8114246668166025,-2.6653265533827146,4.660176831328004,-2.891351049053367,4.525616194685712,-3.0712522303970333,4.4058672045213,-3.21674351006086,4.299120929256487,-3.3357333511281135
1.0,6.283185307179586,0.0,6.209832680903826,-0.90228530222744,6.037105701032377,-1.6394882433350182,5.837382909707753,-2.18415823936949,5.647468725683866,-2.579066532782003,5.477881620002834,-2.8687484316672416,5.329030581478886,-3.084676938860941,5.198474403308884,-3.247477785345223,5.083370630313251,-3.370675313892106,4.981175110022824,-3.4633202937658316
