,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1111111111111111,0.6981317007977317,0.0,0.6978629608537438,-0.023916120459697144,0.6971929860373729,-0.04574664492161241,0.6963567032885427,-0.06493529442495496,0.6955094485628778,-0.08185045425192912,0.6947259387071032,-0.09699904440358859,0.6940384331657481,-0.11078799463921545,0.6934596730176336,-0.1235119557464146,0.692993362670052,-0.1353826844685113,0.6926388324476898,-0.14655544068809578
0.2222222222222222,1.3962634015954634,0.0,1.3935886522848362,-0.0892444907695514,1.386721081519554,-0.16998310112239892,1.377665696451829,-0.23996733097287912,1.367767280879296,-0.30072163440979305,1.3576940153767794,-0.3543255738248433,1.3477556694301123,-0.40244224141074914,1.3380961816912995,-0.4462714105122437,1.3287819932955414,-0.48667162946523584,1.3198414114371244,-0.5242692201770821
0.3333333333333333,2.0943951023931953,0.0,2.085993240144341,-0.18634298144010977,2.0644912983714576,-0.35313600448998494,2.036272615102286,-0.49529610700435756,2.005564303493431,-0.6164188914975319,1.9744233365446882,-0.7213351198944635,1.9437762657401723,-0.8138852223765944,1.9140384484375703,-0.8968266478825588,1.885393417932995,-0.9721240030742254,1.8579147359479786,-1.0412045504451024
0.4444444444444444,2.7925268031909276,0.0,2.77519477252408,-0.30565733267364137,2.7312013127675474,-0.5762636298529408,2.6742107760388913,-0.8029780778661867,2.6130762960893485,-0.992546884853251,2.5519392444266793,-1.1538036115903845,2.492547310669397,-1.2936995764423704,2.4356030702171925,-1.4171845224911082,2.3813581818137592,-1.5277572657117706,2.3298648179401056,-1.627939954452165
0.5555555555555556,3.4906585039886595,0.0,3.4622199669607157,-0.4377664953580912,3.3907359211194525,-0.8213344159216451,3.2995574952527296,-1.137582818138346,3.203410357669587,-1.3975351829906515,3.108837994056044,-1.6151725880748629,3.0183536540961318,-1.801343470928294,2.9327897923806185,-1.9636789884621444,2.852303620252651,-2.1075089842993755,2.776786377743856,-2.23662934071477
0.6666666666666666,4.1887902047863905,0.0,4.148611298264736,-0.5733522296299619,4.048672550942214,-1.0709786610403018,3.9233221876166144,-1.4753682837595252,3.7935806412856508,-1.802781882166111,3.6682442242537836,-2.0731863945433,3.5502947080300595,-2.3018341600301375,3.4404186755190285,-2.4993038928485243,3.3384644681545717,-2.672880066355468,3.2440080471715316,-2.827675775689527
0.7777777777777777,4.886921905584122,0.0,4.836052093894949,-0.7031278370848892,4.710941040874211,-1.3079811276835862,4.556860208474413,-1.792814675638227,4.400645826772745,-2.179721615576102,4.252789948297457,-2.495071015223559,4.116297080244692,-2.758708064535221,3.991397435106972,-2.984207396559019,3.8774280671277364,-3.180782748779216,3.7735246142283625,-3.354801719697119
0.8888888888888888,5.585053606381853,0.0,5.525990546522015,-0.817754791945777,5.382497462370004,-1.5147139578046165,5.209315658564151,-2.06506692065899,5.037802627846666,-2.496847578642447,4.879277313389512,-2.842809224839014,4.736238938364128,-3.12730153318631,4.608148452408825,-3.3667817115600935,4.493644753547355,-3.572272983573728,4.391307192252359,-3.7512751345048656
1.0,6.283185307179586,0.0,6.219261199408958,-0.9077788715123885,6.065928911390805,-1.6727246035521226,5.884714473158043,-2.2648812562470813,5.709460988137077,-2.7178623112820204,5.551117999103677,-3.070490447820707,5.410996628088539,-3.3514293226175043,5.287372420701585,-3.5799312558487304,5.17790151535433,-3.7688117719490806,5.080381745525755,-3.9267324016462677
